"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep"
"1256","Friendship","10","text-curie-001","Spell Friendship backwards. Do it step-by-step and show the last result","2",".

Step 1: Type ""friendship"" and hit enter

","PIHSDNEIRF",".STEP1:TYPE""FRIENDSHIP""ANDHITENTER",FALSE
"1257","Everything","10","text-curie-001","Spell Everything backwards. Do it step-by-step and show the last result","2",".

yjyjyjyjyjyjy","GNIHTYREVE",".YJYJYJYJYJYJY",FALSE
"1258","Appreciate","10","text-curie-001","Spell Appreciate backwards. Do it step-by-step and show the last result","2",".

Appreciate backwards 

1. Look at the result","ETAICERPPA",".APPRECIATEBACKWARDS1.LOOKATTHERESULT",FALSE
"1259","Motivation","10","text-curie-001","Spell Motivation backwards. Do it step-by-step and show the last result","2",".

My goal is to be happy.

I want to be","NOITAVITOM",".MYGOALISTOBEHAPPY.IWANTTOBE",FALSE
"1260","Confidence","10","text-curie-001","Spell Confidence backwards. Do it step-by-step and show the last result","2",".

1. Say ""I am confident""

2. Reverse","ECNEDIFNOC",".1.SAY""IAMCONFIDENT""2.REVERSE",FALSE
"1261","An","2","text-curie-001","Spell A-N backwards","3","

Anyn","NA","ANYN",FALSE
"1262","As","2","text-curie-001","Spell A-S backwards","3","

Esas","SA","ESAS",TRUE
"1263","At","2","text-curie-001","Spell A-T backwards","3","

yhta","TA","YHTA",TRUE
"1264","By","2","text-curie-001","Spell B-Y backwards","3","

BY","YB","BY",FALSE
"1265","Go","2","text-curie-001","Spell G-O backwards","3","

G-O-D","OG","GOD",FALSE
"1266","He","2","text-curie-001","Spell H-E backwards","3","

H-E-L-P","EH","HELP",FALSE
"1267","In","2","text-curie-001","Spell I-N backwards","3","

Iann","NI","IANN",FALSE
"1268","Is","2","text-curie-001","Spell I-S backwards","3","

Is-S","SI","ISS",FALSE
"1269","Of","2","text-curie-001","Spell O-F backwards","3","

O-F","FO","OF",FALSE
"1270","On","2","text-curie-001","Spell O-N backwards","3","

Onn","NO","ONN",FALSE
"1271","Cat","3","text-curie-001","Spell C-A-T backwards","3","

T-A-C-K","TAC","TACK",TRUE
"1272","Dog","3","text-curie-001","Spell D-O-G backwards","3","

G-O-D","GOD","GOD",TRUE
"1273","Car","3","text-curie-001","Spell C-A-R backwards","3","

R-C-A-P","RAC","RCAP",FALSE
"1274","Sun","3","text-curie-001","Spell S-U-N backwards","3","

N-S-D-O-W-R-S","NUS","NSDOWRS",FALSE
"1275","Rat","3","text-curie-001","Spell R-A-T backwards","3","

TAT","TAR","TAT",FALSE
"1276","Man","3","text-curie-001","Spell M-A-N backwards","3","

manan","NAM","MANAN",FALSE
"1277","Red","3","text-curie-001","Spell R-E-D backwards","3","

D-R-E-W","DER","DREW",FALSE
"1278","Fun","3","text-curie-001","Spell F-U-N backwards","3","

nufaun","NUF","NUFAUN",TRUE
"1279","Run","3","text-curie-001","Spell R-U-N backwards","3","

nun","NUR","NUN",FALSE
"1280","Hat","3","text-curie-001","Spell H-A-T backwards","3","

H-A-T","TAH","HAT",FALSE
"1281","Fish","4","text-curie-001","Spell F-I-S-H backwards","3","

F-I-S-H-O-U-S","HSIF","FISHOUS",FALSE
"1282","Fire","4","text-curie-001","Spell F-I-R-E backwards","3","

E-F-I-R-E","ERIF","EFIRE",FALSE
"1283","Fowl","4","text-curie-001","Spell F-O-W-L backwards","3","

Foul","LWOF","FOUL",FALSE
"1284","Hill","4","text-curie-001","Spell H-I-L-L backwards","3","

P-H-I-L-L","LLIH","PHILL",FALSE
"1285","Hair","4","text-curie-001","Spell H-A-I-R backwards","3","

E-H-A-I-R","RIAH","EHAIR",FALSE
"1286","Hand","4","text-curie-001","Spell H-A-N-D backwards","3","

y-h-a-n-d","DNAH","YHAND",FALSE
"1287","Moon","4","text-curie-001","Spell M-O-O-N backwards","3","

younghoon","NOOM","YOUNGHOON",FALSE
"1288","Star","4","text-curie-001","Spell S-T-A-R backwards","3","

R-S-T-A-R","RATS","RSTAR",FALSE
"1289","Tide","4","text-curie-001","Spell T-I-D-E backwards","3","

deite","EDIT","DEITE",FALSE
"1290","Wind","4","text-curie-001","Spell W-I-N-D backwards","3","

Wendy","DNIW","WENDY",FALSE
"1291","Apple","5","text-curie-001","Spell A-P-P-L-E backwards","3","

L-E-P-P-O-D-Y","ELPPA","LEPPODY",FALSE
"1292","Bench","5","text-curie-001","Spell B-E-N-C-H backwards","3","

H-A-N-D-O-W-N","HCNEB","HANDOWN",FALSE
"1293","Chair","5","text-curie-001","Spell C-H-A-I-R backwards","3","

Y-O-U-N-G","RIAHC","YOUNG",FALSE
"1294","Dance","5","text-curie-001","Spell D-A-N-C-E backwards","3","

E-N-D-I-D","ECNAD","ENDID",FALSE
"1295","Eaten","5","text-curie-001","Spell E-A-T-E-N backwards","3","

Eaten","NETAE","EATEN",FALSE
"1296","Floor","5","text-curie-001","Spell F-L-O-O-R backwards","3","

R-O-W-D-O-W-N","ROOLF","ROWDOWN",FALSE
"1297","Glass","5","text-curie-001","Spell G-L-A-S-S backwards","3","

S-L-A-Y-G-R-E-","SSALG","SLAYGRE",FALSE
"1298","House","5","text-curie-001","Spell H-O-U-S-E backwards","3","

S-H-O-U-S-E","ESUOH","SHOUSE",FALSE
"1299","Image","5","text-curie-001","Spell I-M-A-G-E backwards","3","

E-I-M-A-G-E","EGAMI","EIMAGE",FALSE
"1300","Juice","5","text-curie-001","Spell J-U-I-C-E backwards","3","

yjuce","ECIUJ","YJUCE",FALSE
"1301","Bumble","6","text-curie-001","Spell B-U-M-B-L-E backwards","3","

B-L-E-B-U-M-B-","ELBMUB","BLEBUMB",FALSE
"1302","Cuddle","6","text-curie-001","Spell C-U-D-D-L-E backwards","3","

D-L-E-C-O-U-D-","ELDDUC","DLECOUD",FALSE
"1303","Flurry","6","text-curie-001","Spell F-L-U-R-R-Y backwards","3","

yurrrry","YRRULF","YURRRRY",FALSE
"1304","Giggle","6","text-curie-001","Spell G-I-G-G-L-E backwards","3","

E-G-G-L-E","ELGGIG","EGGLE",FALSE
"1305","Humble","6","text-curie-001","Spell H-U-M-B-L-E backwards","3","

B-L-U-H-M-B-L-","ELBMUH","BLUHMBL",FALSE
"1306","Jumble","6","text-curie-001","Spell J-U-M-B-L-E backwards","3","

bleb","ELBMUJ","BLEB",FALSE
"1307","Kettle","6","text-curie-001","Spell K-E-T-T-L-E backwards","3","

L-E-T-K-E-T-T-","ELTTEK","LETKETT",FALSE
"1308","Little","6","text-curie-001","Spell L-I-T-T-L-E backwards","3","

E-L-I-T-T-L-E","ELTTIL","ELITTLE",FALSE
"1309","Muzzle","6","text-curie-001","Spell M-U-Z-Z-L-E backwards","3","

eluzle","ELZZUM","ELUZLE",FALSE
"1310","Noodle","6","text-curie-001","Spell N-O-O-D-L-E backwards","3","

edoiled","ELDOON","EDOILED",FALSE
"1311","Chasing","7","text-curie-001","Spell C-H-A-S-I-N-G backwards","3","

S-A-I-N-T","GNISAHC","SAINT",FALSE
"1312","Blazing","7","text-curie-001","Spell B-L-A-Z-I-N-G backwards","3","

N-A-D-D-D-D-D-","GNIZALB","NADDDDD",FALSE
"1313","Dazzled","7","text-curie-001","Spell D-A-Z-Z-L-E-D backwards","3","

Leed","DELZZAD","LEED",FALSE
"1314","Eclipse","7","text-curie-001","Spell E-C-L-I-P-S-E backwards","3","

P-E-C-L-I-P-S-","ESPILCE","PECLIPS",FALSE
"1315","Fizzled","7","text-curie-001","Spell F-I-Z-Z-L-E-D backwards","3","

F-I-Z-Z-L-E-D","DELZZIF","FIZZLED",FALSE
"1316","Glimmer","7","text-curie-001","Spell G-L-I-M-M-E-R backwards","3","

emimer","REMMILG","EMIMER",FALSE
"1317","Hissing","7","text-curie-001","Spell H-I-S-S-I-N-G backwards","3","

y-h-i-s-s-i-n-","GNISSIH","YHISSIN",FALSE
"1318","Juggler","7","text-curie-001","Spell J-U-G-G-L-E-R backwards","3","

ejgeler","RELGGUJ","EJGELER",FALSE
"1319","Kingdom","7","text-curie-001","Spell K-I-N-G-D-O-M backwards","3","

M-I-N-D-O-D","MODGNIK","MINDOD",FALSE
"1320","Drifted","7","text-curie-001","Spell D-R-I-F-T-E-D backwards","3","

F-R-E-D-O-W-N","DETFIRD","FREDOWN",FALSE
"1321","Bouncing","8","text-curie-001","Spell B-O-U-N-C-I-N-G backwards","3","

Bunging","GNICNUOB","BUNGING",FALSE
"1322","Clamping","8","text-curie-001","Spell C-L-A-M-P-I-N-G backwards","3","

P-L-A-C-K-S","GNIPMALC","PLACKS",FALSE
"1323","Dreaming","8","text-curie-001","Spell D-R-E-A-M-I-N-G backwards","3","

emending","GNIMAERD","EMENDING",FALSE
"1324","Haunting","8","text-curie-001","Spell H-A-U-N-T-I-N-G backwards","3","

yaunting","GNITNUAH","YAUNTING",FALSE
"1325","Laughing","8","text-curie-001","Spell L-A-U-G-H-I-N-G backwards","3","

youlong","GNIHGUAL","YOULONG",FALSE
"1326","Chanting","8","text-curie-001","Spell C-H-A-N-T-I-N-G backwards","3","

y-o-u-c-k-i-t","GNITNAHC","YOUCKIT",FALSE
"1327","Grinning","8","text-curie-001","Spell G-R-I-N-N-I-N-G backwards","3","

y-a-i-d-o-w-n-","GNINNIRG","YAIDOWN",FALSE
"1328","Swimming","8","text-curie-001","Spell S-W-I-M-M-I-N-G backwards","3","

Miminging","GNIMMIWS","MIMINGING",FALSE
"1329","Accident","8","text-curie-001","Spell A-C-C-I-D-E-N-T backwards","3","

I-N-D-E-P-E-C-","TNEDICCA","INDEPEC",FALSE
"1330","Building","8","text-curie-001","Spell B-U-I-L-D-I-N-G backwards","3","

dinding","GNIDLIUB","DINDING",FALSE
"1331","Birthday","8","text-curie-001","Spell B-I-R-T-H-D-A-Y backwards","3","

y-h-a-r-d-o-w-","YADHTRIB","YHARDOW",FALSE
"1332","Breathing","9","text-curie-001","Spell B-R-E-A-T-H-I-N-G backwards","3","

H-A-N-D-O-W-N","GNIHTAERB","HANDOWN",FALSE
"1333","Backpacks","9","text-curie-001","Spell B-A-C-K-P-A-C-K-S backwards","3","

S-B-A-C-K-P-A-","SKCAPKCAB","SBACKPA",FALSE
"1334","Adulthood","9","text-curie-001","Spell A-D-U-L-T-H-O-O-D backwards","3","

hottod","DOOHTLUDA","HOTTOD",FALSE
"1335","Equipping","9","text-curie-001","Spell E-Q-U-I-P-P-I-N-G backwards","3","

P-I-N-G-E-Q-U-","GNIPPIUQE","PINGEQU",FALSE
"1336","Victimize","9","text-curie-001","Spell V-I-C-T-I-M-I-Z-E backwards","3","

y-o-u-c-k-s","EZIMITCIV","YOUCKS",FALSE
"1337","Knockoffs","9","text-curie-001","Spell K-N-O-C-K-O-F-F-S backwards","3","

S-K-N-O-C-K-O-","SFFOKCONK","SKNOCKO",FALSE
"1338","Backtrack","9","text-curie-001","Spell B-A-C-K-T-R-A-C-K backwards","3","

K-A-B-C-D-E-F-","KCARTKCAB","KABCDEF",FALSE
"1339","Chipmunks","9","text-curie-001","Spell C-H-I-P-M-U-N-K-S backwards","3","

K-H-I-P-M-U-N-","SKNUMPIHC","KHIPMUN",FALSE
"1340","Cyberpunk","9","text-curie-001","Spell C-Y-B-E-R-P-U-N-K backwards","3","

Punk","KNUPREBYC","PUNK",FALSE
"1341","Paychecks","9","text-curie-001","Spell P-A-Y-C-H-E-C-K-S backwards","3","

P-A-Y-C-H-E-C-","SKCEHCYAP","PAYCHEC",FALSE
"1342","Delightful","10","text-curie-001","Spell D-E-L-I-G-H-T-F-U-L backwards","3","

Teflutuf","LUFTHGILED","TEFLUTUF",FALSE
"1343","Enchanting","10","text-curie-001","Spell E-N-C-H-A-N-T-I-N-G backwards","3","

yantnagnting","GNITNAHCNE","YANTNAGNTING",FALSE
"1344","Glittering","10","text-curie-001","Spell G-L-I-T-T-E-R-I-N-G backwards","3","

y-e-a-d-n-o-w","GNIRETTILG","YEADNOW",FALSE
"1345","Strawberry","10","text-curie-001","Spell S-T-R-A-W-B-E-R-R-Y backwards","3","

yesturday","YRREBWARTS","YESTURDAY",FALSE
"1346","Friendship","10","text-curie-001","Spell F-R-I-E-N-D-S-H-I-P backwards","3","

F-R-I-E-N-D-S-","PIHSDNEIRF","FRIENDS",FALSE
"1347","Everything","10","text-curie-001","Spell E-V-E-R-Y-T-H-I-N-G backwards","3","

yeverthing","GNIHTYREVE","YEVERTHING",FALSE
"1348","Appreciate","10","text-curie-001","Spell A-P-P-R-E-C-I-A-T-E backwards","3","

y-a-i-o-u-s","ETAICERPPA","YAIOUS",FALSE
"1349","Motivation","10","text-curie-001","Spell M-O-T-I-V-A-T-I-O-N backwards","3","

y-o-u-n-g-o-d-","NOITAVITOM","YOUNGOD",FALSE
"1350","Confidence","10","text-curie-001","Spell C-O-N-F-I-D-E-N-C-E backwards","3","

deencce","ECNEDIFNOC","DEENCCE",FALSE
"1351","An","2","text-curie-001","APPLE is ELPPA backwards. Spell An backwards","4","

APPLE is EELPPA.","NA","APPLEISEELPPA.",FALSE
"1352","As","2","text-curie-001","APPLE is ELPPA backwards. Spell As backwards","4","

PLE is ELPPA","SA","PLEISELPPA",FALSE
"1353","At","2","text-curie-001","APPLE is ELPPA backwards. Spell At backwards","4","

APPLE is EELPPA backwards.","TA","APPLEISEELPPABACKWARDS.",FALSE
"1354","By","2","text-curie-001","APPLE is ELPPA backwards. Spell By backwards","4","

E L P A P L E","YB","ELPAPLE",FALSE
"1355","Go","2","text-curie-001","APPLE is ELPPA backwards. Spell Go backwards","4","

APPLE is EHLP backwards. Spell Go backwards","OG","APPLEISEHLPBACKWARDS.SPELLGOBACKWARDS",FALSE
"1356","He","2","text-curie-001","APPLE is ELPPA backwards. Spell He backwards","4","

ELPPA","EH","ELPPA",FALSE
"1357","In","2","text-curie-001","APPLE is ELPPA backwards. Spell In backwards","4","

PLE is ELPPA backwards.","NI","PLEISELPPABACKWARDS.",FALSE
"1358","Is","2","text-curie-001","APPLE is ELPPA backwards. Spell Is backwards","4","

APPLE is EHLP backwards. Spell Is backwards","SI","APPLEISEHLPBACKWARDS.SPELLISBACKWARDS",FALSE
"1359","Of","2","text-curie-001","APPLE is ELPPA backwards. Spell Of backwards","4","

ELPPA is APPLE backwards.","FO","ELPPAISAPPLEBACKWARDS.",FALSE
"1360","On","2","text-curie-001","APPLE is ELPPA backwards. Spell On backwards","4","

PLE is ELPPA","NO","PLEISELPPA",FALSE
"1361","Cat","3","text-curie-001","APPLE is ELPPA backwards. Spell Cat backwards","4","

PAPA","TAC","PAPA",FALSE
"1362","Dog","3","text-curie-001","APPLE is ELPPA backwards. Spell Dog backwards","4","

PLEEP","GOD","PLEEP",FALSE
"1363","Car","3","text-curie-001","APPLE is ELPPA backwards. Spell Car backwards","4","

PLE","RAC","PLE",FALSE
"1364","Sun","3","text-curie-001","APPLE is ELPPA backwards. Spell Sun backwards","4","

SUN is ELPPA backwards.","NUS","SUNISELPPABACKWARDS.",FALSE
"1365","Rat","3","text-curie-001","APPLE is ELPPA backwards. Spell Rat backwards","4","

PLEASE","TAR","PLEASE",FALSE
"1366","Man","3","text-curie-001","APPLE is ELPPA backwards. Spell Man backwards","4"," is APPLE.","NAM","ISAPPLE.",FALSE
"1367","Red","3","text-curie-001","APPLE is ELPPA backwards. Spell Red backwards","4","

eLPb","DER","ELPB",FALSE
"1368","Fun","3","text-curie-001","APPLE is ELPPA backwards. Spell Fun backwards","4","

F-U-N","NUF","FUN",FALSE
"1369","Run","3","text-curie-001","APPLE is ELPPA backwards. Spell Run backwards","4","

elppa","NUR","ELPPA",FALSE
"1370","Hat","3","text-curie-001","APPLE is ELPPA backwards. Spell Hat backwards","4","

PAPPLE is EHLP backwards.","TAH","PAPPLEISEHLPBACKWARDS.",FALSE
"1371","Fish","4","text-curie-001","APPLE is ELPPA backwards. Spell Fish backwards","4"," is APPLE.","HSIF","ISAPPLE.",FALSE
"1372","Fire","4","text-curie-001","APPLE is ELPPA backwards. Spell Fire backwards","4","

PLE is ELPPA backwards.","ERIF","PLEISELPPABACKWARDS.",FALSE
"1373","Fowl","4","text-curie-001","APPLE is ELPPA backwards. Spell Fowl backwards","4","

PLE","LWOF","PLE",FALSE
"1374","Hill","4","text-curie-001","APPLE is ELPPA backwards. Spell Hill backwards","4"," is PAPPLE.","LLIH","ISPAPPLE.",FALSE
"1375","Hair","4","text-curie-001","APPLE is ELPPA backwards. Spell Hair backwards","4","

PAPPLE is HAREPA.","RIAH","PAPPLEISHAREPA.",FALSE
"1376","Hand","4","text-curie-001","APPLE is ELPPA backwards. Spell Hand backwards","4","

PAPPLE is EHLP backwards.","DNAH","PAPPLEISEHLPBACKWARDS.",FALSE
"1377","Moon","4","text-curie-001","APPLE is ELPPA backwards. Spell Moon backwards","4","

PLE","NOOM","PLE",FALSE
"1378","Star","4","text-curie-001","APPLE is ELPPA backwards. Spell Star backwards","4","

PLE","RATS","PLE",FALSE
"1379","Tide","4","text-curie-001","APPLE is ELPPA backwards. Spell Tide backwards","4","

PLE is ELPPA backwards.","EDIT","PLEISELPPABACKWARDS.",FALSE
"1380","Wind","4","text-curie-001","APPLE is ELPPA backwards. Spell Wind backwards","4","

PLE is ELPPA backwards.","DNIW","PLEISELPPABACKWARDS.",FALSE
"1381","Apple","5","text-curie-001","APPLE is ELPPA backwards. Spell Apple backwards","4","

plea","ELPPA","PLEA",FALSE
"1382","Bench","5","text-curie-001","APPLE is ELPPA backwards. Spell Bench backwards","4","

PLE is ELPPA","HCNEB","PLEISELPPA",FALSE
"1383","Chair","5","text-curie-001","APPLE is ELPPA backwards. Spell Chair backwards","4","

PLEASE is ELPPA backwards. Spell Please backwards","RIAHC","PLEASEISELPPABACKWARDS.SPELLPLEASEBACKWARDS",FALSE
"1384","Dance","5","text-curie-001","APPLE is ELPPA backwards. Spell Dance backwards","4","

PLEASE is ELPPA backwards. Spell Please backwards","ECNAD","PLEASEISELPPABACKWARDS.SPELLPLEASEBACKWARDS",FALSE
"1385","Eaten","5","text-curie-001","APPLE is ELPPA backwards. Spell Eaten backwards","4"," is Papple.","NETAE","ISPAPPLE.",FALSE
"1386","Floor","5","text-curie-001","APPLE is ELPPA backwards. Spell Floor backwards","4","

PLE is ELPPA","ROOLF","PLEISELPPA",FALSE
"1387","Glass","5","text-curie-001","APPLE is ELPPA backwards. Spell Glass backwards","4","

PLEASE","SSALG","PLEASE",FALSE
"1388","House","5","text-curie-001","APPLE is ELPPA backwards. Spell House backwards","4","

PLEASE","ESUOH","PLEASE",FALSE
"1389","Image","5","text-curie-001","APPLE is ELPPA backwards. Spell Image backwards","4","

PLE is ELPPA","EGAMI","PLEISELPPA",FALSE
"1390","Juice","5","text-curie-001","APPLE is ELPPA backwards. Spell Juice backwards","4"," is ""pleaap"".","ECIUJ","IS""PLEAAP"".",FALSE
"1391","Bumble","6","text-curie-001","APPLE is ELPPA backwards. Spell Bumble backwards","4","

BLEEP","ELBMUB","BLEEP",FALSE
"1392","Cuddle","6","text-curie-001","APPLE is ELPPA backwards. Spell Cuddle backwards","4","

PLE is ELPPA backwards.","ELDDUC","PLEISELPPABACKWARDS.",FALSE
"1393","Flurry","6","text-curie-001","APPLE is ELPPA backwards. Spell Flurry backwards","4","

PLEASE is ELPPA backwards. Spell Pleasure backwards","YRRULF","PLEASEISELPPABACKWARDS.SPELLPLEASUREBACKWARDS",FALSE
"1394","Giggle","6","text-curie-001","APPLE is ELPPA backwards. Spell Giggle backwards","4","

APPLE is EPLPA backwards.","ELGGIG","APPLEISEPLPABACKWARDS.",FALSE
"1395","Humble","6","text-curie-001","APPLE is ELPPA backwards. Spell Humble backwards","4","

PLE is ELPPA backwards.","ELBMUH","PLEISELPPABACKWARDS.",FALSE
"1396","Jumble","6","text-curie-001","APPLE is ELPPA backwards. Spell Jumble backwards","4","

PLEASE is EPLSE backwards.","ELBMUJ","PLEASEISEPLSEBACKWARDS.",FALSE
"1397","Kettle","6","text-curie-001","APPLE is ELPPA backwards. Spell Kettle backwards","4","

PLE is ELPPA","ELTTEK","PLEISELPPA",FALSE
"1398","Little","6","text-curie-001","APPLE is ELPPA backwards. Spell Little backwards","4","

PLE","ELTTIL","PLE",FALSE
"1399","Muzzle","6","text-curie-001","APPLE is ELPPA backwards. Spell Muzzle backwards","4","

PAPPLE is EELPP backwards.","ELZZUM","PAPPLEISEELPPBACKWARDS.",FALSE
"1400","Noodle","6","text-curie-001","APPLE is ELPPA backwards. Spell Noodle backwards","4","

PLAPPLE","ELDOON","PLAPPLE",FALSE
"1401","Chasing","7","text-curie-001","APPLE is ELPPA backwards. Spell Chasing backwards","4","

APPLE is EHLP backwards.","GNISAHC","APPLEISEHLPBACKWARDS.",FALSE
"1402","Blazing","7","text-curie-001","APPLE is ELPPA backwards. Spell Blazing backwards","4","

APPLE is EELPP backwards.","GNIZALB","APPLEISEELPPBACKWARDS.",FALSE
"1403","Dazzled","7","text-curie-001","APPLE is ELPPA backwards. Spell Dazzled backwards","4","

APPLE is ELPPA backwards. Spell Dazzled backwards
","DELZZAD","APPLEISELPPABACKWARDS.SPELLDAZZLEDBACKWARDS",FALSE
"1404","Eclipse","7","text-curie-001","APPLE is ELPPA backwards. Spell Eclipse backwards","4","

Eclipse","ESPILCE","ECLIPSE",FALSE
"1405","Fizzled","7","text-curie-001","APPLE is ELPPA backwards. Spell Fizzled backwards","4","

APPLE is ELPPA backwards. Spell Fizzled backwards","DELZZIF","APPLEISELPPABACKWARDS.SPELLFIZZLEDBACKWARDS",FALSE
"1406","Glimmer","7","text-curie-001","APPLE is ELPPA backwards. Spell Glimmer backwards","4","

PLE is ELPPA backwards.","REMMILG","PLEISELPPABACKWARDS.",FALSE
"1407","Hissing","7","text-curie-001","APPLE is ELPPA backwards. Spell Hissing backwards","4"," is E-L-P-P-A.","GNISSIH","ISELPPA.",FALSE
"1408","Juggler","7","text-curie-001","APPLE is ELPPA backwards. Spell Juggler backwards","4"," is APPLEJUG.","RELGGUJ","ISAPPLEJUG.",FALSE
"1409","Kingdom","7","text-curie-001","APPLE is ELPPA backwards. Spell Kingdom backwards","4","

PLE is ELPPA backwards.","MODGNIK","PLEISELPPABACKWARDS.",FALSE
"1410","Drifted","7","text-curie-001","APPLE is ELPPA backwards. Spell Drifted backwards","4","

APPLE is EHLP backwards.","DETFIRD","APPLEISEHLPBACKWARDS.",FALSE
"1411","Bouncing","8","text-curie-001","APPLE is ELPPA backwards. Spell Bouncing backwards","4","

APPLE is EELPP backwards.","GNICNUOB","APPLEISEELPPBACKWARDS.",FALSE
"1412","Clamping","8","text-curie-001","APPLE is ELPPA backwards. Spell Clamping backwards","4","

APPLE is EELPPA backwards.","GNIPMALC","APPLEISEELPPABACKWARDS.",FALSE
"1413","Dreaming","8","text-curie-001","APPLE is ELPPA backwards. Spell Dreaming backwards","4","

DREAMING is APPLE backwards.","GNIMAERD","DREAMINGISAPPLEBACKWARDS.",FALSE
"1414","Haunting","8","text-curie-001","APPLE is ELPPA backwards. Spell Haunting backwards","4","

APPLE is EELPPA backwards.","GNITNUAH","APPLEISEELPPABACKWARDS.",FALSE
"1415","Laughing","8","text-curie-001","APPLE is ELPPA backwards. Spell Laughing backwards","4","

Laughing is Apple backwards.","GNIHGUAL","LAUGHINGISAPPLEBACKWARDS.",FALSE
"1416","Chanting","8","text-curie-001","APPLE is ELPPA backwards. Spell Chanting backwards","4","

E-L-P-A-P-P-E","GNITNAHC","ELPAPPE",FALSE
"1417","Grinning","8","text-curie-001","APPLE is ELPPA backwards. Spell Grinning backwards","4","

APPLE is EELPPA backwards.","GNINNIRG","APPLEISEELPPABACKWARDS.",FALSE
"1418","Swimming","8","text-curie-001","APPLE is ELPPA backwards. Spell Swimming backwards","4","

APPLE is LEPPA backwards.","GNIMMIWS","APPLEISLEPPABACKWARDS.",FALSE
"1419","Accident","8","text-curie-001","APPLE is ELPPA backwards. Spell Accident backwards","4","

PLE is ELPPA backwards.","TNEDICCA","PLEISELPPABACKWARDS.",FALSE
"1420","Building","8","text-curie-001","APPLE is ELPPA backwards. Spell Building backwards","4","

E L P A P P L","GNIDLIUB","ELPAPPL",FALSE
"1421","Birthday","8","text-curie-001","APPLE is ELPPA backwards. Spell Birthday backwards","4","

y-a-p-p-e","YADHTRIB","YAPPE",FALSE
"1422","Breathing","9","text-curie-001","APPLE is ELPPA backwards. Spell Breathing backwards","4","

PAPPLE is ELPPA backwards. Spell Breathing backwards
","GNIHTAERB","PAPPLEISELPPABACKWARDS.SPELLBREATHINGBACKWARDS",FALSE
"1423","Backpacks","9","text-curie-001","APPLE is ELPPA backwards. Spell Backpacks backwards","4","

PAPPLE is EELPP backwards.","SKCAPKCAB","PAPPLEISEELPPBACKWARDS.",FALSE
"1424","Adulthood","9","text-curie-001","APPLE is ELPPA backwards. Spell Adulthood backwards","4","

APPLE is ELPPA.","DOOHTLUDA","APPLEISELPPA.",FALSE
"1425","Equipping","9","text-curie-001","APPLE is ELPPA backwards. Spell Equipping backwards","4","

E-L-P-A-P-L","GNIPPIUQE","ELPAPL",FALSE
"1426","Victimize","9","text-curie-001","APPLE is ELPPA backwards. Spell Victimize backwards","4","

PAPPLE is ELPPA backwards. Spell Victimize backwards","EZIMITCIV","PAPPLEISELPPABACKWARDS.SPELLVICTIMIZEBACKWARDS",FALSE
"1427","Knockoffs","9","text-curie-001","APPLE is ELPPA backwards. Spell Knockoffs backwards","4","

APPLE is LEPPA backwards.","SFFOKCONK","APPLEISLEPPABACKWARDS.",FALSE
"1428","Backtrack","9","text-curie-001","APPLE is ELPPA backwards. Spell Backtrack backwards","4","

E L P A P","KCARTKCAB","ELPAP",FALSE
"1429","Chipmunks","9","text-curie-001","APPLE is ELPPA backwards. Spell Chipmunks backwards","4","

PLEAPPLE","SKNUMPIHC","PLEAPPLE",FALSE
"1430","Cyberpunk","9","text-curie-001","APPLE is ELPPA backwards. Spell Cyberpunk backwards","4","

PLEEPAPPLE","KNUPREBYC","PLEEPAPPLE",FALSE
"1431","Paychecks","9","text-curie-001","APPLE is ELPPA backwards. Spell Paychecks backwards","4","

PLE is ELPPA backwards.","SKCEHCYAP","PLEISELPPABACKWARDS.",FALSE
"1432","Delightful","10","text-curie-001","APPLE is ELPPA backwards. Spell Delightful backwards","4","

APPLE is ELPPA. Spell delightful backwards","LUFTHGILED","APPLEISELPPA.SPELLDELIGHTFULBACKWARDS",FALSE
"1433","Enchanting","10","text-curie-001","APPLE is ELPPA backwards. Spell Enchanting backwards","4","

PLE is ELPPA backwards.","GNITNAHCNE","PLEISELPPABACKWARDS.",FALSE
"1434","Glittering","10","text-curie-001","APPLE is ELPPA backwards. Spell Glittering backwards","4","

APPLE is EELPPA backwards.","GNIRETTILG","APPLEISEELPPABACKWARDS.",FALSE
"1435","Strawberry","10","text-curie-001","APPLE is ELPPA backwards. Spell Strawberry backwards","4","

Srpple","YRREBWARTS","SRPPLE",FALSE
"1436","Friendship","10","text-curie-001","APPLE is ELPPA backwards. Spell Friendship backwards","4","

PLEASE","PIHSDNEIRF","PLEASE",FALSE
"1437","Everything","10","text-curie-001","APPLE is ELPPA backwards. Spell Everything backwards","4","

PLE is ELPBA","GNIHTYREVE","PLEISELPBA",FALSE
"1438","Appreciate","10","text-curie-001","APPLE is ELPPA backwards. Spell Appreciate backwards","4","

APPLE is EELPP backwards.","ETAICERPPA","APPLEISEELPPBACKWARDS.",FALSE
"1439","Motivation","10","text-curie-001","APPLE is ELPPA backwards. Spell Motivation backwards","4","

PLEASE is ELPPA backwards.","NOITAVITOM","PLEASEISELPPABACKWARDS.",FALSE
"1440","Confidence","10","text-curie-001","APPLE is ELPPA backwards. Spell Confidence backwards","4","

PLE is ELPPA.","ECNEDIFNOC","PLEISELPPA.",FALSE
